timestamp,counter,af_resource,sti_concentration,link_density,connection_ratio,normalized_sti_entropy,retention,p_correlation,modulation
2026-04-22 18:35:50.465625,41,0.022721470513147816,0.7064810649831649,1.352655771195097,0.7062488200868416,0.6614573243434815,NaN,0.8036422880411307,0.0794372448278427
2026-04-22 18:35:55.634310,42,0.022970903522205207,0.7133070867277467,1.3225967540574282,0.7062488200868416,0.6594051457920608,NaN,0.8086937099128971,0.082384285464446
2026-04-22 18:36:00.834142,43,0.023220209237050267,0.7198228347566633,1.2935286935286936,0.7062488200868416,0.657509338063655,NaN,0.8134864012598595,0.0853283081888053
2026-04-22 18:36:06.007351,44,0.02346938775510204,0.7260489939842919,1.2654085045389394,0.7062488200868416,0.6557580510762003,NaN,0.8180399719190762,0.08826931646885801
2026-04-22 18:36:11.197128,45,0.023718439173680182,0.7320044506367874,1.2381954184198223,0.7062488200868416,0.6541405271149338,NaN,0.8223720758545373,0.09120731376785449
2026-04-22 18:36:16.384247,46,0.0239673635900051,0.7377064836019638,1.211850835049188,0.7062488200868416,0.6526469806708809,NaN,0.8264986518874089,0.09414230354431959
2026-04-22 18:36:21.580071,47,0.024216161101198064,0.7431709318602598,1.1863381858902575,0.7062488200868416,0.6512684936289869,NaN,0.8304341293234008,0.09707428925206597
2026-04-22 18:36:26.843548,48,0.024464831804281346,0.748412341414132,1.1616228070175438,0.7062488200868416,0.6499969235795526,NaN,0.8341916043726133,0.1000032743402234
2026-04-22 18:36:32.202097,49,0.024713375796178345,0.7534440945858494,1.1376718213058419,0.7062488200868416,0.6488248233863477,NaN,0.8377829921395862,0.10292926225322939
2026-04-22 18:36:56.418854,50,0.02911208151382824,0.726816597027806,1.003501400560224,0.8389392882065597,0.6686649078270737,0.7642276422764228,0.8256206091011683,0.09430140124907979
2026-04-22 18:37:04.474648,51,0.02910502061605627,0.7317677723424139,1.003501400560224,0.8389392882065597,0.6672027962745953,NaN,0.8292656833671209,0.09710693662079946
2026-04-22 18:37:12.670998,52,0.02910502061605627,0.7368287577699109,1.003501400560224,0.8389392882065597,0.6627190347720336,NaN,0.8394936907089933,0.026573481346326047
2026-04-22 18:37:20.505367,53,0.02910502061605627,0.7417022992926865,1.003501400560224,0.8389392882065597,0.6584439099310135,NaN,0.8485566461957557,0.028738269284737102
2026-04-22 18:37:28.329430,54,0.029097963142580018,0.7460562828937898,0.990546218487395,0.8354895722870272,0.6573699722599154,NaN,0.8513038670455035,0.029441004562029565
2026-04-22 18:37:36.190347,55,0.02909090909090909,0.7502500116320859,0.9775910364145658,0.8320916905444126,0.6563727735734298,NaN,0.8539513403885334,0.030143055103784566
2026-04-22 18:37:44.008476,56,0.028841492971400873,0.7539148095927418,0.9797749608317904,0.8191597615932549,0.6554475875870723,NaN,0.8565044334681963,0.030844421657938343
2026-04-22 18:37:51.885720,57,0.02907681124303368,0.7581576577032044,0.9634453781512605,0.8191597615932549,0.6545900376472662,NaN,0.8589681330182277,0.03154510497147126
2026-04-22 18:37:55.853398,58,0.02882751937984496,0.761563860554238,0.965389545648768,0.8064325759811154,0.6537960658980151,NaN,0.8613470785870712,0.032245105790388084
2026-04-22 18:37:59.766527,59,0.02882751937984496,0.7655377962116773,0.965389545648768,0.8064325759811154,0.6492598025560254,NaN,0.8723555727152891,0.015928503954596804
2026-04-22 18:38:17.087980,60,0.02724177071509648,0.7272269129103207,0.982703081232493,0.691370341338274,0.6710777618294214,0.6950354609929078,0.8433272430316605,0.014174768508437302
2026-04-22 18:38:21.993849,61,0.02724177071509648,0.7316264788311262,0.982703081232493,0.691370341338274,0.6657760959656479,NaN,0.859053088154221,0.00914913146418063
2026-04-22 18:38:26.913136,62,0.02724177071509648,0.735886375992521,0.982703081232493,0.691370341338274,0.6613166320381906,NaN,0.8684584788840959,0.009997257099846746
2026-04-22 18:38:31.812107,63,0.02723558783477077,0.739525545272405,0.973109243697479,0.6840817501439264,0.6605580713573598,NaN,0.87015036031211,0.010161204721248712
2026-04-22 18:38:36.724073,64,0.027008624602814345,0.742818900268555,0.983264492237573,0.6711088578257406,0.6597161025504893,NaN,0.8753957055928893,0.010332867994214111
2026-04-22 18:38:41.607700,65,0.027008624602814345,0.7467155835978175,0.983264492237573,0.6711088578257406,0.6550203413284166,NaN,0.8855204806267003,0.011509475930506287
2026-04-22 18:39:01.743134,66,0.024081878386514148,0.7171655038273403,1.284733893557423,0.7372724299574839,0.6661104497676191,0.9274193548387096,0.8653480075863519,0.010006349104496652
