FUNDS_STI,TARGET_STI,AFRentCoverageRatio,AFRentMaxCollectionRate,atom_stis,fundGap,desiredCollection,floorSti,capacities,totalCapacity,maxCollectible,collectionBudget,atom_rents,ending_atom_stis,ending_FUNDS_STI
950.0,1000.0,1.2,0.5,20 20 20,50.0,60.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,950.0
950.0,1000.0,1.2,1.0,20 100 200,50.0,60.0,20.0,0 80 180,260.0,260.0,60.0,0 18.4615 41.5385,20 81.5385 158.462,1010.0
950.0,1000.0,1.2,1.0,20 20 100,50.0,60.0,20.0,0 0 80,80.0,80.0,60.0,0 0 60,20 20 40,1010.0
950.0,1000.0,1.2,1.0,80 100 200,50.0,60.0,80.0,0 20 120,140.0,140.0,60.0,0 8.57143 51.4286,80 91.4286 148.571,1010.0
950.0,1000.0,1.2,1.0,20 20 20,50.0,60.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,950.0
990.0,1000.0,0.5,0.1,20 100 200,10.0,5.0,20.0,0 80 180,260.0,26.0,5.0,0 1.53846 3.46154,20 98.4615 196.538,995.0
990.0,1000.0,0.5,0.1,20 20 100,10.0,5.0,20.0,0 0 80,80.0,8.0,5.0,0 0 5,20 20 95,995.0
990.0,1000.0,0.5,0.1,80 100 200,10.0,5.0,80.0,0 20 120,140.0,14.0,5.0,0 0.714286 4.28571,80 99.2857 195.714,995.0
990.0,1000.0,0.5,0.1,20 20 20,10.0,5.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,990.0
990.0,1000.0,0.5,0.25,20 100 200,10.0,5.0,20.0,0 80 180,260.0,65.0,5.0,0 1.53846 3.46154,20 98.4615 196.538,995.0
990.0,1000.0,0.5,0.25,20 20 100,10.0,5.0,20.0,0 0 80,80.0,20.0,5.0,0 0 5,20 20 95,995.0
990.0,1000.0,0.5,0.25,80 100 200,10.0,5.0,80.0,0 20 120,140.0,35.0,5.0,0 0.714286 4.28571,80 99.2857 195.714,995.0
990.0,1000.0,0.5,0.25,20 20 20,10.0,5.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,990.0
990.0,1000.0,0.5,0.5,20 100 200,10.0,5.0,20.0,0 80 180,260.0,130.0,5.0,0 1.53846 3.46154,20 98.4615 196.538,995.0
990.0,1000.0,0.5,0.5,20 20 100,10.0,5.0,20.0,0 0 80,80.0,40.0,5.0,0 0 5,20 20 95,995.0
990.0,1000.0,0.5,0.5,80 100 200,10.0,5.0,80.0,0 20 120,140.0,70.0,5.0,0 0.714286 4.28571,80 99.2857 195.714,995.0
990.0,1000.0,0.5,0.5,20 20 20,10.0,5.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,990.0
990.0,1000.0,0.5,1.0,20 100 200,10.0,5.0,20.0,0 80 180,260.0,260.0,5.0,0 1.53846 3.46154,20 98.4615 196.538,995.0
990.0,1000.0,0.5,1.0,20 20 100,10.0,5.0,20.0,0 0 80,80.0,80.0,5.0,0 0 5,20 20 95,995.0
990.0,1000.0,0.5,1.0,80 100 200,10.0,5.0,80.0,0 20 120,140.0,140.0,5.0,0 0.714286 4.28571,80 99.2857 195.714,995.0
990.0,1000.0,0.5,1.0,20 20 20,10.0,5.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,990.0
990.0,1000.0,1.0,0.1,20 100 200,10.0,10.0,20.0,0 80 180,260.0,26.0,10.0,0 3.07692 6.92308,20 96.9231 193.077,1000.0
990.0,1000.0,1.0,0.1,20 20 100,10.0,10.0,20.0,0 0 80,80.0,8.0,8.0,0 0 8,20 20 92,998.0
990.0,1000.0,1.0,0.1,80 100 200,10.0,10.0,80.0,0 20 120,140.0,14.0,10.0,0 1.42857 8.57143,80 98.5714 191.429,1000.0
990.0,1000.0,1.0,0.1,20 20 20,10.0,10.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,990.0
990.0,1000.0,1.0,0.25,20 100 200,10.0,10.0,20.0,0 80 180,260.0,65.0,10.0,0 3.07692 6.92308,20 96.9231 193.077,1000.0
990.0,1000.0,1.0,0.25,20 20 100,10.0,10.0,20.0,0 0 80,80.0,20.0,10.0,0 0 10,20 20 90,1000.0
990.0,1000.0,1.0,0.25,80 100 200,10.0,10.0,80.0,0 20 120,140.0,35.0,10.0,0 1.42857 8.57143,80 98.5714 191.429,1000.0
990.0,1000.0,1.0,0.25,20 20 20,10.0,10.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,990.0
990.0,1000.0,1.0,0.5,20 100 200,10.0,10.0,20.0,0 80 180,260.0,130.0,10.0,0 3.07692 6.92308,20 96.9231 193.077,1000.0
990.0,1000.0,1.0,0.5,20 20 100,10.0,10.0,20.0,0 0 80,80.0,40.0,10.0,0 0 10,20 20 90,1000.0
990.0,1000.0,1.0,0.5,80 100 200,10.0,10.0,80.0,0 20 120,140.0,70.0,10.0,0 1.42857 8.57143,80 98.5714 191.429,1000.0
990.0,1000.0,1.0,0.5,20 20 20,10.0,10.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,990.0
990.0,1000.0,1.0,1.0,20 100 200,10.0,10.0,20.0,0 80 180,260.0,260.0,10.0,0 3.07692 6.92308,20 96.9231 193.077,1000.0
990.0,1000.0,1.0,1.0,20 20 100,10.0,10.0,20.0,0 0 80,80.0,80.0,10.0,0 0 10,20 20 90,1000.0
990.0,1000.0,1.0,1.0,80 100 200,10.0,10.0,80.0,0 20 120,140.0,140.0,10.0,0 1.42857 8.57143,80 98.5714 191.429,1000.0
990.0,1000.0,1.0,1.0,20 20 20,10.0,10.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,990.0
990.0,1000.0,1.2,0.1,20 100 200,10.0,12.0,20.0,0 80 180,260.0,26.0,12.0,0 3.69231 8.30769,20 96.3077 191.692,1002.0
990.0,1000.0,1.2,0.1,20 20 100,10.0,12.0,20.0,0 0 80,80.0,8.0,8.0,0 0 8,20 20 92,998.0
990.0,1000.0,1.2,0.1,80 100 200,10.0,12.0,80.0,0 20 120,140.0,14.0,12.0,0 1.71429 10.2857,80 98.2857 189.714,1002.0
990.0,1000.0,1.2,0.1,20 20 20,10.0,12.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,990.0
990.0,1000.0,1.2,0.25,20 100 200,10.0,12.0,20.0,0 80 180,260.0,65.0,12.0,0 3.69231 8.30769,20 96.3077 191.692,1002.0
990.0,1000.0,1.2,0.25,20 20 100,10.0,12.0,20.0,0 0 80,80.0,20.0,12.0,0 0 12,20 20 88,1002.0
990.0,1000.0,1.2,0.25,80 100 200,10.0,12.0,80.0,0 20 120,140.0,35.0,12.0,0 1.71429 10.2857,80 98.2857 189.714,1002.0
990.0,1000.0,1.2,0.25,20 20 20,10.0,12.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,990.0
990.0,1000.0,1.2,0.5,20 100 200,10.0,12.0,20.0,0 80 180,260.0,130.0,12.0,0 3.69231 8.30769,20 96.3077 191.692,1002.0
990.0,1000.0,1.2,0.5,20 20 100,10.0,12.0,20.0,0 0 80,80.0,40.0,12.0,0 0 12,20 20 88,1002.0
990.0,1000.0,1.2,0.5,80 100 200,10.0,12.0,80.0,0 20 120,140.0,70.0,12.0,0 1.71429 10.2857,80 98.2857 189.714,1002.0
990.0,1000.0,1.2,0.5,20 20 20,10.0,12.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,990.0
990.0,1000.0,1.2,1.0,20 100 200,10.0,12.0,20.0,0 80 180,260.0,260.0,12.0,0 3.69231 8.30769,20 96.3077 191.692,1002.0
990.0,1000.0,1.2,1.0,20 20 100,10.0,12.0,20.0,0 0 80,80.0,80.0,12.0,0 0 12,20 20 88,1002.0
990.0,1000.0,1.2,1.0,80 100 200,10.0,12.0,80.0,0 20 120,140.0,140.0,12.0,0 1.71429 10.2857,80 98.2857 189.714,1002.0
990.0,1000.0,1.2,1.0,20 20 20,10.0,12.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,990.0
1000.0,1000.0,0.5,0.1,20 100 200,0.0,0.0,20.0,0 80 180,260.0,26.0,0.0,0 0 0,20 100 200,1000.0
1000.0,1000.0,0.5,0.1,20 20 100,0.0,0.0,20.0,0 0 80,80.0,8.0,0.0,0 0 0,20 20 100,1000.0
1000.0,1000.0,0.5,0.1,80 100 200,0.0,0.0,80.0,0 20 120,140.0,14.0,0.0,0 0 0,80 100 200,1000.0
1000.0,1000.0,0.5,0.1,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1000.0
1000.0,1000.0,0.5,0.25,20 100 200,0.0,0.0,20.0,0 80 180,260.0,65.0,0.0,0 0 0,20 100 200,1000.0
1000.0,1000.0,0.5,0.25,20 20 100,0.0,0.0,20.0,0 0 80,80.0,20.0,0.0,0 0 0,20 20 100,1000.0
1000.0,1000.0,0.5,0.25,80 100 200,0.0,0.0,80.0,0 20 120,140.0,35.0,0.0,0 0 0,80 100 200,1000.0
1000.0,1000.0,0.5,0.25,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1000.0
1000.0,1000.0,0.5,0.5,20 100 200,0.0,0.0,20.0,0 80 180,260.0,130.0,0.0,0 0 0,20 100 200,1000.0
1000.0,1000.0,0.5,0.5,20 20 100,0.0,0.0,20.0,0 0 80,80.0,40.0,0.0,0 0 0,20 20 100,1000.0
1000.0,1000.0,0.5,0.5,80 100 200,0.0,0.0,80.0,0 20 120,140.0,70.0,0.0,0 0 0,80 100 200,1000.0
1000.0,1000.0,0.5,0.5,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1000.0
1000.0,1000.0,0.5,1.0,20 100 200,0.0,0.0,20.0,0 80 180,260.0,260.0,0.0,0 0 0,20 100 200,1000.0
1000.0,1000.0,0.5,1.0,20 20 100,0.0,0.0,20.0,0 0 80,80.0,80.0,0.0,0 0 0,20 20 100,1000.0
1000.0,1000.0,0.5,1.0,80 100 200,0.0,0.0,80.0,0 20 120,140.0,140.0,0.0,0 0 0,80 100 200,1000.0
1000.0,1000.0,0.5,1.0,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1000.0
1000.0,1000.0,1.0,0.1,20 100 200,0.0,0.0,20.0,0 80 180,260.0,26.0,0.0,0 0 0,20 100 200,1000.0
1000.0,1000.0,1.0,0.1,20 20 100,0.0,0.0,20.0,0 0 80,80.0,8.0,0.0,0 0 0,20 20 100,1000.0
1000.0,1000.0,1.0,0.1,80 100 200,0.0,0.0,80.0,0 20 120,140.0,14.0,0.0,0 0 0,80 100 200,1000.0
1000.0,1000.0,1.0,0.1,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1000.0
1000.0,1000.0,1.0,0.25,20 100 200,0.0,0.0,20.0,0 80 180,260.0,65.0,0.0,0 0 0,20 100 200,1000.0
1000.0,1000.0,1.0,0.25,20 20 100,0.0,0.0,20.0,0 0 80,80.0,20.0,0.0,0 0 0,20 20 100,1000.0
1000.0,1000.0,1.0,0.25,80 100 200,0.0,0.0,80.0,0 20 120,140.0,35.0,0.0,0 0 0,80 100 200,1000.0
1000.0,1000.0,1.0,0.25,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1000.0
1000.0,1000.0,1.0,0.5,20 100 200,0.0,0.0,20.0,0 80 180,260.0,130.0,0.0,0 0 0,20 100 200,1000.0
1000.0,1000.0,1.0,0.5,20 20 100,0.0,0.0,20.0,0 0 80,80.0,40.0,0.0,0 0 0,20 20 100,1000.0
1000.0,1000.0,1.0,0.5,80 100 200,0.0,0.0,80.0,0 20 120,140.0,70.0,0.0,0 0 0,80 100 200,1000.0
1000.0,1000.0,1.0,0.5,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1000.0
1000.0,1000.0,1.0,1.0,20 100 200,0.0,0.0,20.0,0 80 180,260.0,260.0,0.0,0 0 0,20 100 200,1000.0
1000.0,1000.0,1.0,1.0,20 20 100,0.0,0.0,20.0,0 0 80,80.0,80.0,0.0,0 0 0,20 20 100,1000.0
1000.0,1000.0,1.0,1.0,80 100 200,0.0,0.0,80.0,0 20 120,140.0,140.0,0.0,0 0 0,80 100 200,1000.0
1000.0,1000.0,1.0,1.0,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1000.0
1000.0,1000.0,1.2,0.1,20 100 200,0.0,0.0,20.0,0 80 180,260.0,26.0,0.0,0 0 0,20 100 200,1000.0
1000.0,1000.0,1.2,0.1,20 20 100,0.0,0.0,20.0,0 0 80,80.0,8.0,0.0,0 0 0,20 20 100,1000.0
1000.0,1000.0,1.2,0.1,80 100 200,0.0,0.0,80.0,0 20 120,140.0,14.0,0.0,0 0 0,80 100 200,1000.0
1000.0,1000.0,1.2,0.1,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1000.0
1000.0,1000.0,1.2,0.25,20 100 200,0.0,0.0,20.0,0 80 180,260.0,65.0,0.0,0 0 0,20 100 200,1000.0
1000.0,1000.0,1.2,0.25,20 20 100,0.0,0.0,20.0,0 0 80,80.0,20.0,0.0,0 0 0,20 20 100,1000.0
1000.0,1000.0,1.2,0.25,80 100 200,0.0,0.0,80.0,0 20 120,140.0,35.0,0.0,0 0 0,80 100 200,1000.0
1000.0,1000.0,1.2,0.25,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1000.0
1000.0,1000.0,1.2,0.5,20 100 200,0.0,0.0,20.0,0 80 180,260.0,130.0,0.0,0 0 0,20 100 200,1000.0
1000.0,1000.0,1.2,0.5,20 20 100,0.0,0.0,20.0,0 0 80,80.0,40.0,0.0,0 0 0,20 20 100,1000.0
1000.0,1000.0,1.2,0.5,80 100 200,0.0,0.0,80.0,0 20 120,140.0,70.0,0.0,0 0 0,80 100 200,1000.0
1000.0,1000.0,1.2,0.5,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1000.0
1000.0,1000.0,1.2,1.0,20 100 200,0.0,0.0,20.0,0 80 180,260.0,260.0,0.0,0 0 0,20 100 200,1000.0
1000.0,1000.0,1.2,1.0,20 20 100,0.0,0.0,20.0,0 0 80,80.0,80.0,0.0,0 0 0,20 20 100,1000.0
1000.0,1000.0,1.2,1.0,80 100 200,0.0,0.0,80.0,0 20 120,140.0,140.0,0.0,0 0 0,80 100 200,1000.0
1000.0,1000.0,1.2,1.0,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1000.0
1100.0,1000.0,0.5,0.1,20 100 200,0.0,0.0,20.0,0 80 180,260.0,26.0,0.0,0 0 0,20 100 200,1100.0
1100.0,1000.0,0.5,0.1,20 20 100,0.0,0.0,20.0,0 0 80,80.0,8.0,0.0,0 0 0,20 20 100,1100.0
1100.0,1000.0,0.5,0.1,80 100 200,0.0,0.0,80.0,0 20 120,140.0,14.0,0.0,0 0 0,80 100 200,1100.0
1100.0,1000.0,0.5,0.1,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1100.0
1100.0,1000.0,0.5,0.25,20 100 200,0.0,0.0,20.0,0 80 180,260.0,65.0,0.0,0 0 0,20 100 200,1100.0
1100.0,1000.0,0.5,0.25,20 20 100,0.0,0.0,20.0,0 0 80,80.0,20.0,0.0,0 0 0,20 20 100,1100.0
1100.0,1000.0,0.5,0.25,80 100 200,0.0,0.0,80.0,0 20 120,140.0,35.0,0.0,0 0 0,80 100 200,1100.0
1100.0,1000.0,0.5,0.25,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1100.0
1100.0,1000.0,0.5,0.5,20 100 200,0.0,0.0,20.0,0 80 180,260.0,130.0,0.0,0 0 0,20 100 200,1100.0
1100.0,1000.0,0.5,0.5,20 20 100,0.0,0.0,20.0,0 0 80,80.0,40.0,0.0,0 0 0,20 20 100,1100.0
1100.0,1000.0,0.5,0.5,80 100 200,0.0,0.0,80.0,0 20 120,140.0,70.0,0.0,0 0 0,80 100 200,1100.0
1100.0,1000.0,0.5,0.5,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1100.0
1100.0,1000.0,0.5,1.0,20 100 200,0.0,0.0,20.0,0 80 180,260.0,260.0,0.0,0 0 0,20 100 200,1100.0
1100.0,1000.0,0.5,1.0,20 20 100,0.0,0.0,20.0,0 0 80,80.0,80.0,0.0,0 0 0,20 20 100,1100.0
1100.0,1000.0,0.5,1.0,80 100 200,0.0,0.0,80.0,0 20 120,140.0,140.0,0.0,0 0 0,80 100 200,1100.0
1100.0,1000.0,0.5,1.0,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1100.0
1100.0,1000.0,1.0,0.1,20 100 200,0.0,0.0,20.0,0 80 180,260.0,26.0,0.0,0 0 0,20 100 200,1100.0
1100.0,1000.0,1.0,0.1,20 20 100,0.0,0.0,20.0,0 0 80,80.0,8.0,0.0,0 0 0,20 20 100,1100.0
1100.0,1000.0,1.0,0.1,80 100 200,0.0,0.0,80.0,0 20 120,140.0,14.0,0.0,0 0 0,80 100 200,1100.0
1100.0,1000.0,1.0,0.1,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1100.0
1100.0,1000.0,1.0,0.25,20 100 200,0.0,0.0,20.0,0 80 180,260.0,65.0,0.0,0 0 0,20 100 200,1100.0
1100.0,1000.0,1.0,0.25,20 20 100,0.0,0.0,20.0,0 0 80,80.0,20.0,0.0,0 0 0,20 20 100,1100.0
1100.0,1000.0,1.0,0.25,80 100 200,0.0,0.0,80.0,0 20 120,140.0,35.0,0.0,0 0 0,80 100 200,1100.0
1100.0,1000.0,1.0,0.25,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1100.0
1100.0,1000.0,1.0,0.5,20 100 200,0.0,0.0,20.0,0 80 180,260.0,130.0,0.0,0 0 0,20 100 200,1100.0
1100.0,1000.0,1.0,0.5,20 20 100,0.0,0.0,20.0,0 0 80,80.0,40.0,0.0,0 0 0,20 20 100,1100.0
1100.0,1000.0,1.0,0.5,80 100 200,0.0,0.0,80.0,0 20 120,140.0,70.0,0.0,0 0 0,80 100 200,1100.0
1100.0,1000.0,1.0,0.5,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1100.0
1100.0,1000.0,1.0,1.0,20 100 200,0.0,0.0,20.0,0 80 180,260.0,260.0,0.0,0 0 0,20 100 200,1100.0
1100.0,1000.0,1.0,1.0,20 20 100,0.0,0.0,20.0,0 0 80,80.0,80.0,0.0,0 0 0,20 20 100,1100.0
1100.0,1000.0,1.0,1.0,80 100 200,0.0,0.0,80.0,0 20 120,140.0,140.0,0.0,0 0 0,80 100 200,1100.0
1100.0,1000.0,1.0,1.0,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1100.0
1100.0,1000.0,1.2,0.1,20 100 200,0.0,0.0,20.0,0 80 180,260.0,26.0,0.0,0 0 0,20 100 200,1100.0
1100.0,1000.0,1.2,0.1,20 20 100,0.0,0.0,20.0,0 0 80,80.0,8.0,0.0,0 0 0,20 20 100,1100.0
1100.0,1000.0,1.2,0.1,80 100 200,0.0,0.0,80.0,0 20 120,140.0,14.0,0.0,0 0 0,80 100 200,1100.0
1100.0,1000.0,1.2,0.1,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1100.0
1100.0,1000.0,1.2,0.25,20 100 200,0.0,0.0,20.0,0 80 180,260.0,65.0,0.0,0 0 0,20 100 200,1100.0
1100.0,1000.0,1.2,0.25,20 20 100,0.0,0.0,20.0,0 0 80,80.0,20.0,0.0,0 0 0,20 20 100,1100.0
1100.0,1000.0,1.2,0.25,80 100 200,0.0,0.0,80.0,0 20 120,140.0,35.0,0.0,0 0 0,80 100 200,1100.0
1100.0,1000.0,1.2,0.25,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1100.0
1100.0,1000.0,1.2,0.5,20 100 200,0.0,0.0,20.0,0 80 180,260.0,130.0,0.0,0 0 0,20 100 200,1100.0
1100.0,1000.0,1.2,0.5,20 20 100,0.0,0.0,20.0,0 0 80,80.0,40.0,0.0,0 0 0,20 20 100,1100.0
1100.0,1000.0,1.2,0.5,80 100 200,0.0,0.0,80.0,0 20 120,140.0,70.0,0.0,0 0 0,80 100 200,1100.0
1100.0,1000.0,1.2,0.5,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1100.0
1100.0,1000.0,1.2,1.0,20 100 200,0.0,0.0,20.0,0 80 180,260.0,260.0,0.0,0 0 0,20 100 200,1100.0
1100.0,1000.0,1.2,1.0,20 20 100,0.0,0.0,20.0,0 0 80,80.0,80.0,0.0,0 0 0,20 20 100,1100.0
1100.0,1000.0,1.2,1.0,80 100 200,0.0,0.0,80.0,0 20 120,140.0,140.0,0.0,0 0 0,80 100 200,1100.0
1100.0,1000.0,1.2,1.0,20 20 20,0.0,0.0,20.0,0 0 0,0.0,0.0,0.0,0 0 0,20 20 20,1100.0
